0a2b726e-d4eb-4ca4-b043-fe6b75c32bbe.png,3_24+5,Ограничение скорости 5 км.ч
00db5162-bba3-4845-ba09-5c54d35ca109.png,1_12_1,Участок дороги с опасными поворотами, с первым поворотом направо
0a431cf0-d308-49ad-a803-8853486cf50a.png,1_12_2,Участок дороги с опасными поворотами, с первым поворотом налево
0a25e2bd-e68e-47d0-97fd-5437e112b76c.png,1_13,«Крутой спуск»
00ffe383-5aed-4f84-8a5f-0adfc6d4d010.png,1_14,«Крутой подъем»
00f41502-0d6d-4403-a414-f59a7a9afe30.png,1_24,«Пересечение с велосипедной дорожкой или велопешеходной дорожкой»
0a286b99-5173-4988-bf63-ad97c7521fd1.png,1_27,«Дикие животные»
0a75fd17-faf9-41ea-a963-59768c471b19.png,3_21,«Конец зоны запрещения обгона»
00fae4ab-a88a-4ae9-bd17-2a94f96464e1.png,4_4_1,«Велосипедная дорожка»
0a83ff56-af11-4b87-9ea2-125dd6d32121.png,4_4_2,«Конец велосипедной дорожки»
00d08acd-4671-442e-8cf7-d83b46185cdc.png,4_5_4,«Пешеходная и велосипедная дорожка с разделением движения»
0a3a1b83-e342-4e68-bab7-7c815d160f30.png,4_5_5,«Пешеходная и велосипедная дорожка с разделением движения»
0a9f40c5-27c5-457d-9560-d3e087a2eec9.png,7_1,«Пункт медицинской помощи»
0a746a52-5ae5-471b-8b9e-3c798e9b58b1.png,7_11,«Место отдыха»
0a41c9ea-e803-47ba-9aec-07bf2028a42a.png,7_14,«Пункт транспортного контроля»
0a77b412-b32a-404a-a5bd-3f3fc15dab47.png,7_2,«Больница»
0a002a94-78ff-4d0d-984b-da8e4b57dad7.png,smok,-------
00d8df84-c49d-4ba4-a214-d8da322231bb.png,unknow,-------
00ffac52-3c9b-4b0c-8859-abb88e241a8c.png,1_11_1,«Опасный поворот»
0a933eb3-2c86-46e1-a5a4-c85ccfbbf523.png,1_15,«Скользкая дорога»
0a4dd73c-b463-455c-be9b-981a49a41de7.png,1_20_1,«Сужение дороги»
0a322c9b-d255-4f1c-9dae-a07db2e3994e.png,1_22,«Пешеходный переход»
0a2c67b1-5679-40b3-a90e-5c2ec9369078.png,1_25,«Дорожные работы»
00f224ef-d46e-4000-9d16-e12b22ec10bb.png,1_30,«Низколетящие самолеты»
0a8c759f-bfc8-414c-95b6-1582b7e43c22.png,2_3_L,«Примыкание второстепенной дороги»
00e82642-4dcd-474d-9ae9-1b2fe73c9897.png,2_3_R,«Примыкание второстепенной дороги» справа
0a640df0-7a72-447b-9dfb-e485c1dd00ef.png,3_15,«Ограничение длины»
0a0169b2-07e0-4d0d-9dee-5c273725d571.png,7_6,«Телефон»
00d27c64-0a23-4490-9d91-ddaf34cf7129.png,1_17,«Исскуственная неровность»
00d403b0-dda2-4894-ad1c-89c645e511fc.png,3_16,«Ограничение минимальной дистанции»
0a5a1eb5-0a80-4c46-8a0e-35b7f37653d7.png,5_15_3,«Начало полосы»
00ef21c2-a57b-43eb-9d06-a1c5277472e3.png,5_20,«Искуcственная неровность»
0a9c158d-f51d-457e-a41d-b4cd19d0b8f4.png,7_12,«Пост дорожно-патрульной службы»
00fa9dc5-51ce-4ecd-bac7-7a125290316e.png,3_2,«Движение запрещено»
0a599b95-a9b4-4f43-9f23-c2f2b445ff54.png,3_5,«Движение мотоциклов запрещено»
0a71acfa-13c7-4118-9bc1-200aeb18514b.png,3_7,«Движение с прицепом запрещено»
00ceb17e-ee89-444a-a4fd-df80bff5b03d.png,4_1_3_1,«Движение налево»
0a66f503-abfd-41b9-b204-59a33ede73b7.png,4_5_1,«Пешеходная дорожка»
00ebeb93-901e-4fde-9a52-2031d8141cc9.png,4_8_1,«Направление движения транспортных средств с опасными грузами»
00fe9f94-c749-4ff0-8584-968dc3f49007.png,4_8_2,«Направление движения транспортных средств с опасными грузами»
00cb7538-88c0-4bb7-96cd-331ae7186a9c.png,5_13_2,«Выезд на дорогу с полосой для маршрутных транспортных средств»
0a3d1f7e-5f41-4aec-812c-31bc98ec5767.png,5_14_1,«Конец полосы для маршрутных транспортных средств»
0a1504b7-8926-438e-b2b9-39ba714699b9.png,5_14_2,«Полоса для велосипедистов»
00e0426d-da89-47de-8e8d-3dd48207d5f5.png,5_2,«Конец автомагистрали»
00c680f4-f22c-493f-849c-55d47cb37425.png,5_23_2,«Начало населенного пункта»
00db3aef-f9d2-4816-9693-650cfd2907be.png,5_3,«Дорога для автомобилей»
0a993d3f-ea9c-4905-abf4-67e214d563f7.png,7_5,«Мойка автомобилей»
0a779b62-8809-4393-984b-e5fba330527a.png,3_32,«Движение транспортных средств с опасными грузами запрещено»
0a6d2259-b5ca-4d8a-b3f3-71a2fc998bd2.png,7_18,«Туалет»
0a328f57-c4f4-4ca0-b94e-9d5094badbbe.png,1_2,«Железнодорожный переезд без шлагбаума»
00f4af93-e39f-4cf4-b797-e853cffef7d9.png,1_7,«Пересечение с круговым движением»
0a2743eb-3484-4ca8-815e-0b21f31246e9.png,2_4,«Уступите дорогу»
0a7c396a-ad30-4c51-8cda-d5af227880cd.png,3_18_1,«Поворот направо запрещен»
00c310e4-4615-4cae-983c-7ece35d15a1f.png,3_18_2,«Поворот налево запрещен»
0a6f56f5-eb3c-44f8-98c4-0fa79fe9f31c.png,3_8,«Движение гужевых повозок запрещено»
0a9af01d-caf7-44c1-997c-7d2985428df3.png,4_1_3,«Движение налево»
0a8eb83c-39cd-48e3-b900-dd77f35cf732.png,5_14,«Полоса для маршрутных транспортных средств»
0a262b66-2ac9-4362-9217-191bced1b076.png,6_15_3,«Направление движения для грузовых автомобилей»
0a7ac219-f38c-45a8-8bac-a4c7656653e4.png,6_6,«Подземный пешеходный переход»
00e93a79-6bc9-4178-9b05-4883b26557ee.png,6_8_1,«Тупик»
0a6a515d-5a49-4033-b1f1-e6eb17240585.png,1_1,«Железнодорожный переезд со шлагбаумом»
00f9fe23-22f9-4aec-b3c3-7733c600deab.png,1_20_2,«Сужение дороги»
00e5865b-8295-42b9-a243-e1399b33e83a.png,1_20_3,«Сужение дороги» слева
0a304fd7-53e4-423c-a34e-136f7c8e853b.png,2_5,«Движение без остановки запрещено»
00ecaefa-6527-43da-af5d-175645be0e44.png,3_27,«Остановка запрещена»
0a8e18ea-9fb7-4d46-8e35-ed84f7e0ed25.png,3_28,«Стоянка запрещена»
00ffa5eb-e96f-4d89-8668-2371d6cdccee.png,3_30,«Стоянка запрещена по четным числам месяца»
0a1c715e-31ce-4f6c-9c30-1ffd425c4c68.png,4_1_4,«Движение прямо или направо»
0a7a4d26-4c79-4347-8378-1002dafc1022.png,4_2_3,«Объезд препятствия справа или слева»
00e068c9-7ce7-443b-b42e-e7c68ad58a2a.png,4_3,«Круговое движение»
0a9e75b9-4792-4687-8a01-985ca8bd0996.png,5_19,«Пешеходный переход»
00fd06e4-e94f-4984-b470-365468165934.png,5_6,«Конец дороги с односторонним движением»
0a2e7ba1-134a-4762-a5cd-1f0b4ab045b9.png,5_7_1,«Выезд на дорогу с односторонним движением» вправо
0a42cf66-fd3f-473a-8299-96d5a65f764c.png,5_7_2,«Выезд на дорогу с односторонним движением» влево
0a400ab2-6d09-420d-b6eb-abcd249ed5ec.png,6_16,«Стоп-линия»
0a7b2839-da9d-48cd-b185-cd7ed0eb0eaa.png,6_15_1,«Направление движения для грузовых автомобилей» вперед
0a48af4f-cc7d-4472-932f-939c2040ba3a.png,5_15_2+1,«Направление движения по полосe» вперед
0a9d111c-8618-4636-9330-4f289614a620.png,5_15_2+3,«Направление движения по полосe» направо
